cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
RENAC,150968,32823,134,0.00176,0.2226,0.0856,10.841,BISAG. 35 RECTA C/SUAVE-CLIP-2UNDS KHOR,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
HUECH,72328,72713,134,0.00141,0.2557,0.1384,25.168,PLANCHA MDF  9MM 1.52 X 2.44,PLANCHA MDF 500 15MM 1.52 X 2.44
SANRO,133926,32823,133,0.00081,0.0809,0.067,6.666,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAPOC,100640,100653,132,0.00085,0.3793,0.5097,226.75,CANALETA LARGO 4 MT (10) P25 BLANCO,UNION CANALETA (10) P25 BLANCO
SANRO,131026,5294,132,0.00081,0.0722,0.1125,10.068,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT",ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
HUECH,19868,19869,132,0.00139,0.4765,0.5789,199.114,TAB. CANAL NORMAL 61X20X0.5X3.0MT,TAB. MONTANTE NORMAL 60X38X6X0.5X3.0MT
PMONT,82677,82679,132,0.00206,0.4853,0.2629,61.933,CLAVO CORRIENTE 3 BOLSA 1 KILO,CLAVO CORRIENTE 4 BOLSA 1 KILO
SANRO,21012,32823,131,0.0008,0.3061,0.066,25.218,TORNILLO AGLOMERADO 3.5 X 30 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAPOC,100639,79364,131,0.00085,0.3743,0.4226,186.936,BAJADA CEMENTAR (10) P25 BLANCO,TUBO BAJADA D 80X3MT (3) P25 BLANCO
MAPOC,146522,146532,131,0.00085,0.4006,0.4253,201.384,TUBO FUSION PPR 20MM X 3MT PN-16,CODO 90° FUSION PPR 20MM CCS
SANRO,102517,128645,131,0.0008,0.1326,0.0697,11.547,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,ESCUADRA PLASTICA BLANCA 50UNDS
RENAC,139309,32823,130,0.00171,0.1955,0.0831,9.521,BISAG. 35 RECTA C/SUAVE-CLIP 10UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
CONCE,115846,131026,130,0.00143,0.0941,0.1564,10.326,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
SANRO,74900,74901,130,0.00079,0.1066,0.1137,15.267,PINO SECO CEPILLADO 1 X 2 X 3.20 MTS.,PINO SECO CEPILLADO 1 X 4 X 3.20 MTS.
MAPOC,126037,5530,130,0.00084,0.089,0.1175,12.465,CINTA ENMASCARAR ESTÁNDAR TESA 48MMX40M,LIJA MADERA GRANO 120 PLIEGO
MAPOC,33903,5620,130,0.00084,0.3266,0.068,26.45,TAB. MONTANTE NORMAL 60X38X6X0.5X2.4MT,YESO-CARTON 10MM 2.4MT X 1.2MT
CONCE,126115,133926,130,0.00143,0.0788,0.0833,4.61,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
HUECH,133499,134039,130,0.00136,0.1831,0.1781,23.895,YESO ROMERAL SACO 25KG,PASTA MURO F-15 TAJAMAR TI
RENAC,102517,143601,130,0.00171,0.2564,0.5439,81.77,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
SANRO,150002,150003,129,0.00079,0.1341,0.4069,69.218,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR,TORNILLO AGLOMERADO 3.5 X 25 BOLSA 100UN KHOR
SANRO,126115,126117,128,0.00078,0.0548,0.1954,13.695,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
HUECH,114693,126115,128,0.00134,0.149,0.0619,6.864,SOBERBIO 3 16 X 2 100UNDS A.SCREW,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
MAPOC,137411,147151,128,0.00083,0.3469,0.4794,201.152,TAB. CANAL ESTRUCTURAL U 2X3X0.85X3MT 62X25,TAB. ESTRUCTURAL C 2X3X8X0.85X3MT 60X38
SANRO,125054,126115,128,0.00078,0.1331,0.0548,9.324,TELESCOPICA H45-CS 30KG 400MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
PMONT,126115,126116,128,0.002,0.1414,0.3821,27.048,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
MAPOC,125054,126115,127,0.00082,0.2201,0.0543,14.582,TELESCOPICA H45-CS 30KG 400MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
MAPOC,100648,79813,127,0.00082,0.3299,0.588,236.451,GANCHO TRADICIONAL P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
SANRO,76727,76742,126,0.00077,0.2278,0.4809,142.302,LAM. RECTA F6 CLASSIC 3111 BR 122 X 306,LAM. RECTA F6 GRANITO KOMBI 0670 BR 122 X 306
CONCE,115846,124032,126,0.00138,0.0912,0.1554,10.255,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
SANRO,6107,6152,125,0.00076,0.3264,0.5841,249.553,CODO SO SO BRONCE 1/2,TEE SO (3) BRONCE 1/2
SANRO,81115,81947,125,0.00076,0.6039,0.558,441.12,TAB. CANAL ESTRUCTURAL U 2X4X0.85X6MT 92X30,TAB. ESTRUCTURAL C 2X4X12X0.85X6MT 90X38
VALPA,95625,95628,125,0.00465,0.209,0.1309,5.882,TORNILLO VOLCANITA PTA AGUJA 1 1/4X6 ZINC R.GR 100,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
MAPOC,146783,86792,124,0.0008,0.2495,0.1962,61.122,CAJA ELECTRICA CORRIENTE NARANJA 16-20 MM.,TUBO CONDUIT PVC  16MM  TIRA 3MT
VESPU,115847,131026,124,0.00306,0.1054,0.1289,4.445,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
CONCE,128645,32823,123,0.00135,0.1534,0.1192,13.557,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VESPU,126115,126116,123,0.00303,0.1249,0.3856,15.874,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
RANCA,133926,32823,123,0.00251,0.1338,0.1276,6.801,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAPOC,32392,98920,123,0.00079,0.49,0.2611,161.088,SALIDA CAJA CONDUIT 20MM,TUBO CONDUIT PVC  20MM  TIRA 3MT
MAPOC,74900,74906,123,0.00079,0.0877,0.1457,16.083,PINO SECO CEPILLADO 1 X 2 X 3.20 MTS.,PINO SECO CEPILLADO 2 X 2 X 3.20 MTS.
MAPOC,100640,100651,123,0.00079,0.3534,0.5775,256.92,CANALETA LARGO 4 MT (10) P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
SANRO,125055,139309,123,0.00075,0.104,0.0991,13.709,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA C/SUAVE-CLIP 10UNDS KUTZ
TEMUC,1205,122563,122,0.01055,0.1444,0.1674,2.29,"DUROLAC UNICOLOR BLANCO 2,8MM 1.52 X 2.44",MELAMINA BLANCA CLASICA 15MM 1.83 X 2.50 MASISA
SANRO,128645,131026,122,0.00075,0.0649,0.0667,5.809,ESCUADRA PLASTICA BLANCA 50UNDS,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
SANRO,131026,133926,122,0.00075,0.0667,0.0742,6.639,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT",TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
MAPOC,72713,72714,122,0.00079,0.1096,0.2125,29.567,PLANCHA MDF 500 15MM 1.52 X 2.44,PLANCHA MDF 500 18MM 1.52 X 2.44
TALCA,125055,126115,122,0.00307,0.2884,0.0946,8.885,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
VALPA,95627,95628,122,0.00454,0.1644,0.1277,4.627,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
MAPOC,100663,100667,121,0.00078,0.3667,0.7035,330.062,GANCHO TRADICIONAL  P25 MARRON,TAPA CANALETA UNIV (10) P25 MARRON
SANRO,126116,126117,121,0.00074,0.111,0.1847,27.732,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ,BISAG. 35 CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
HUECH,72713,72714,121,0.00127,0.125,0.22,21.652,PLANCHA MDF 500 15MM 1.52 X 2.44,PLANCHA MDF 500 18MM 1.52 X 2.44
MAPOC,5620,87998,120,0.00078,0.0628,0.1993,16.142,YESO-CARTON 10MM 2.4MT X 1.2MT,TAB. CANAL ESTRUCTURAL U 2X3X0.85X6MT 62X25
SANRO,139309,32823,120,0.00073,0.0967,0.0604,7.967,BISAG. 35 RECTA C/SUAVE-CLIP 10UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAPOC,100669,95255,120,0.00078,0.5714,0.4918,362.597,UNION CANALETA (10) P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
VESPU,128645,133926,120,0.00296,0.1525,0.1055,5.438,ESCUADRA PLASTICA BLANCA 50UNDS,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
MAPOC,100648,79364,120,0.00078,0.3117,0.3871,155.672,GANCHO TRADICIONAL P25 BLANCO,TUBO BAJADA D 80X3MT (3) P25 BLANCO
SANRO,128645,72273,120,0.00073,0.0639,0.1517,13.211,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 4 X 15 CAJA 100 UN
HUECH,126115,126116,120,0.00126,0.058,0.2778,12.796,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
RANCA,32823,95628,120,0.00245,0.1245,0.1821,9.252,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
SANRO,128645,90040,119,0.00073,0.0633,0.099,8.621,ESCUADRA PLASTICA BLANCA 50UNDS,PERILLA METALICA CILIND. 23X20MM NIQUEL SATIN
MAIPU,125055,126115,119,0.00242,0.2874,0.0794,9.419,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
MAIPU,115846,115847,119,0.00242,0.0618,0.1526,3.889,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83
SANRO,125832,143258,119,0.00073,0.0719,0.065,6.426,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ,BOLSA VEGETAL 45X40X12 KUTZ
MAPOC,115847,124032,119,0.00077,0.0791,0.1604,16.51,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
CONCE,126115,140802,119,0.0013,0.0722,0.2429,13.435,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 165º CLIP / CIERRE SUAVE 2UNDS  KUTZ
SANRO,126433,32823,118,0.00072,0.1363,0.0594,11.227,BISAG. 35  RECTA SIN TORNILLOS - 10UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SANRO,122563,154044,118,0.00072,0.0404,0.1486,8.322,MELAMINA BLANCA CLASICA 15MM 1.83 X 2.50 MASISA,"DUROLAC BLANCO 2,8MM 1.85X2,44"
VESPU,73276,76727,117,0.00289,0.6257,0.5132,111.281,LAM. RECTA F6 GRANITINO NEGRO 3014 BR 122 X 306,LAM. RECTA F6 CLASSIC 3111 BR 122 X 306
MAPOC,146525,146532,117,0.00076,0.629,0.3799,316.209,COPLA SIMPLE FUSION PPR 20MM CCS,CODO 90° FUSION PPR 20MM CCS
TALCA,115846,130966,117,0.00294,0.0746,0.3008,7.618,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 100MT"
SANRO,128645,143601,117,0.00072,0.0623,0.1641,14.29,ESCUADRA PLASTICA BLANCA 50UNDS,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
MAPOC,100124,138591,116,0.00075,0.1014,0.2654,35.926,MONTAJE AFIX 370 GR. ARTECOLA CART,MOLDURA POLIEST F 30X35MM TIRA 2MTS NOMASTYL
SANRO,125055,125056,116,0.00071,0.0981,0.1394,19.285,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ
SANRO,71161,76727,116,0.00071,0.4735,0.2098,140.098,LAM. RECTA F6 GRANITO 3012 BR 122 X 306,LAM. RECTA F6 CLASSIC 3111 BR 122 X 306
MAPOC,32823,72272,116,0.00075,0.0908,0.3452,41.858,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 25 100 UNIDADES
MAPOC,124327,16858,116,0.00075,0.2046,0.1937,52.881,MOLDURA PVC  20 X 10  TIRA 2 MTS C/AUTOADHESIVO,CAJA CHUQUI BLANCA PVC CANALETA Y TUBO
MAPOC,100640,79364,116,0.00075,0.3333,0.3742,166.483,CANALETA LARGO 4 MT (10) P25 BLANCO,TUBO BAJADA D 80X3MT (3) P25 BLANCO
SANRO,102517,126528,115,0.0007,0.1164,0.4152,68.759,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA OVALADA ALUMINIO 2 UND KUTZ
SANRO,126115,133926,115,0.0007,0.0493,0.07,4.902,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
MAPOC,100654,95255,115,0.00074,0.575,0.4713,364.863,BAJADA CEMENTAR (10) P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
SANRO,115846,72713,115,0.0007,0.0225,0.0624,1.995,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,PLANCHA MDF 500 15MM 1.52 X 2.44
MAPOC,6107,6152,114,0.00074,0.2633,0.4254,152.102,CODO SO SO BRONCE 1/2,TEE SO (3) BRONCE 1/2
SANRO,126116,139309,114,0.0007,0.1046,0.0919,13.79,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ,BISAG. 35 RECTA C/SUAVE-CLIP 10UNDS KUTZ
MAPOC,133629,134250,114,0.00074,0.3314,0.0984,44.271,ARENA GRUESA SACO 25 K,CEMENTO ESPECIAL TRANSEX SACO 25 KG
CONCE,133926,74236,114,0.00125,0.0731,0.1792,10.481,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,"TAPACANTO ENCOLADO BLANCO 22X0,45MM RO 25 MT"
PMONT,102517,143432,114,0.00178,0.3,0.479,80.754,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA METALICO OVALADA CROMADO 2 UNI DVP
VESPU,128645,150002,114,0.00281,0.1449,0.1184,6.1,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR
RANCA,110307,115846,114,0.00233,0.236,0.053,5.372,"TAPACANTO PVC BLANCO 22X0,45MM  RO 50MT",MELAMINA BLANCA VESTO 15MM 2.50 X 1.83
SANRO,417,554,113,0.00069,0.2943,0.2399,102.233,RIEL GALVANIZADO DUCASSE U-20 TIRA 2.00MTS,CORREDERA DUCASSE D7-D14 SIMPLE CON POLIN
MAIPU,115846,124032,113,0.0023,0.0586,0.1638,4.175,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
SANRO,126115,150435,113,0.00069,0.0484,0.1507,10.558,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,SISTEMA PUSH MECANICO 30N PARA PUERTA KUTZ
HUECH,115846,124032,113,0.00119,0.0521,0.2369,10.415,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
SANRO,126115,90040,113,0.00069,0.0484,0.094,6.588,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,PERILLA METALICA CILIND. 23X20MM NIQUEL SATIN
SANRO,128645,139309,113,0.00069,0.0601,0.0911,7.929,ESCUADRA PLASTICA BLANCA 50UNDS,BISAG. 35 RECTA C/SUAVE-CLIP 10UNDS KUTZ
MAPOC,100640,79813,113,0.00073,0.3247,0.5231,232.754,CANALETA LARGO 4 MT (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
MAPOC,128645,133926,112,0.00072,0.0824,0.1064,12.109,ESCUADRA PLASTICA BLANCA 50UNDS,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
MAPOC,115847,131026,112,0.00072,0.0745,0.1004,10.341,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
MAPOC,74901,74906,112,0.00072,0.0847,0.1327,15.53,PINO SECO CEPILLADO 1 X 4 X 3.20 MTS.,PINO SECO CEPILLADO 2 X 2 X 3.20 MTS.
SANRO,115846,131026,112,0.00068,0.0219,0.0612,1.957,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
CONCE,126115,126116,112,0.00123,0.0679,0.3836,21.218,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
SANRO,22960,5620,112,0.00068,0.1086,0.0989,15.689,PINO BRUTO 2 X 2 X 3.20 MTS.,YESO-CARTON 10MM 2.4MT X 1.2MT
CONCE,83297,87998,112,0.00123,0.6054,0.7179,354.015,TAB. ESTRUCTURAL C 2X3X8X0.85X6MT 60X38,TAB. CANAL ESTRUCTURAL U 2X3X0.85X6MT 62X25
SANRO,128645,128648,112,0.00068,0.0596,0.2353,20.49,ESCUADRA PLASTICA BLANCA 50UNDS,SOPORTE REPISA PLASTICO/METAL BLANCO 50UNID
SANRO,114693,131026,111,0.00068,0.0859,0.0607,7.686,SOBERBIO 3 16 X 2 100UNDS A.SCREW,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
SANRO,125832,5294,111,0.00068,0.0671,0.0946,9.356,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ,ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
HUECH,72386,72713,111,0.00117,0.37,0.1147,36.414,MDF MELAMINA BLANCO 1CARA 15MM 1.52 X 2.44,PLANCHA MDF 500 15MM 1.52 X 2.44
VALPA,102517,143601,111,0.00413,0.6,0.5904,85.771,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
MAPOC,22960,22961,110,0.00071,0.0897,0.1412,17.833,PINO BRUTO 2 X 2 X 3.20 MTS.,PINO BRUTO 2 X 3 X 3.20 MTS.
SANRO,125832,128645,110,0.00067,0.0665,0.0585,5.788,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ,ESCUADRA PLASTICA BLANCA 50UNDS
SANRO,114693,125832,110,0.00067,0.0851,0.0665,8.418,SOBERBIO 3 16 X 2 100UNDS A.SCREW,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ
CONCE,82677,82679,110,0.00121,0.4825,0.2345,93.839,CLAVO CORRIENTE 3 BOLSA 1 KILO,CLAVO CORRIENTE 4 BOLSA 1 KILO
TEMUC,74902,76860,110,0.00951,0.3806,0.4365,17.468,PINO SECO CEPILLADO 1 X 5 X 3.20 MTS,PINO SECO CEPILLADO 1 X 3 X 3.20 MTS.
MAPOC,5260,86407,109,0.0007,0.1282,0.1817,33.091,PASTA MURO F-15 TAJAMAR GL,YESO CORRIENTE BOLSA 5.0 KG
CONCE,125056,126115,109,0.00119,0.2444,0.0661,13.52,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
RENAC,102517,143432,109,0.00143,0.215,0.5477,82.342,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA METALICO OVALADA CROMADO 2 UNI DVP
PMONT,133926,32823,109,0.0017,0.0775,0.1067,4.86,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAPOC,100663,100666,109,0.0007,0.3303,0.6855,321.638,GANCHO TRADICIONAL  P25 MARRON,TAPA ACCESORIO UNIV P25 MARRON
VALPA,126115,32823,108,0.00402,0.1274,0.1262,3.999,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SANRO,126115,130966,108,0.00066,0.0463,0.0925,6.485,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,"TAPACANTO PVC BLANCO 22X0,45MM RO 100MT"
SANRO,125031,32823,108,0.00066,0.1306,0.0544,10.76,TELESCOPICA H35-STD 25KG 400MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SANRO,76730,76742,108,0.00066,0.3112,0.4122,194.383,LAM. RECTA F6 FLORENTINO NEGRO 0513 BR 122 X 306,LAM. RECTA F6 GRANITO KOMBI 0670 BR 122 X 306
SANRO,125055,125832,108,0.00066,0.0913,0.0653,9.026,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ
SANRO,114693,128645,108,0.00066,0.0836,0.0575,7.279,SOBERBIO 3 16 X 2 100UNDS A.SCREW,ESCUADRA PLASTICA BLANCA 50UNDS
SANRO,131026,32823,108,0.00066,0.059,0.0544,4.865,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT",TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SANRO,20232,554,108,0.00066,0.3473,0.2293,120.645,RIEL GALVANIZADO DUCASSE U-20 TIRA 1.50MTS,CORREDERA DUCASSE D7-D14 SIMPLE CON POLIN
HUECH,128645,150002,108,0.00113,0.0901,0.2139,16.992,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR
SANRO,114693,5294,107,0.00065,0.0828,0.0912,11.553,SOBERBIO 3 16 X 2 100UNDS A.SCREW,ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
MAIPU,32823,95628,107,0.00218,0.0796,0.1555,5.68,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
MAPOC,100654,100666,107,0.00069,0.535,0.673,520.966,BAJADA CEMENTAR (10) P25 MARRON,TAPA ACCESORIO UNIV P25 MARRON
MAIPU,32823,95627,107,0.00218,0.0796,0.1499,5.473,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100
RENAC,126115,128645,107,0.0014,0.1178,0.1002,8.41,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,ESCUADRA PLASTICA BLANCA 50UNDS
HUECH,32823,72272,107,0.00112,0.1571,0.3702,51.794,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 25 100 UNIDADES
MAPOC,5528,5530,107,0.00069,0.1924,0.0967,26.941,LIJA MADERA GRANO 80 PLIEGO,LIJA MADERA GRANO 120 PLIEGO
HUECH,115847,131026,107,0.00112,0.0909,0.1093,8.846,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
MAIPU,125056,126115,107,0.00218,0.3333,0.0714,10.923,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
HUECH,128645,32823,106,0.00111,0.0884,0.1557,12.368,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SANRO,21012,72272,106,0.00065,0.2477,0.2031,77.635,TORNILLO AGLOMERADO 3.5 X 30 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 25 100 UNIDADES
RENAC,102517,126528,106,0.00139,0.2091,0.4398,66.121,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA OVALADA ALUMINIO 2 UND KUTZ
PMONT,22960,22961,106,0.00165,0.2107,0.1701,21.671,PINO BRUTO 2 X 2 X 3.20 MTS.,PINO BRUTO 2 X 3 X 3.20 MTS.
RANCA,115846,124032,106,0.00216,0.0493,0.1931,4.395,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
VESPU,102517,143601,106,0.00261,0.3222,0.4274,52.683,BARRA CLOSET OVALADA CROMADA 3MTS KUTZ,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
MAPOC,126115,133926,105,0.00068,0.0449,0.0997,6.606,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
SANRO,115846,154044,105,0.00064,0.0205,0.1322,4.226,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,"DUROLAC BLANCO 2,8MM 1.85X2,44"
TALCA,103743,126115,105,0.00264,0.1959,0.0814,6.035,TIRADOR MET. MADRID AC/INOX 128X12MM TUBULAR KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
SANRO,125832,126116,105,0.00064,0.0634,0.0963,9.524,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
MAPOC,81417,86077,105,0.00068,0.4357,0.236,151.588,TABIGAL CIELO PERIMETRAL AT 20X25X4X0.5X3MT,TABIGAL CIELO PORTANTE 40X18X10X05X3MT
RENAC,115846,124032,105,0.00138,0.0729,0.2258,11.952,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
SANRO,143258,32823,105,0.00064,0.0573,0.0529,4.725,BOLSA VEGETAL 45X40X12 KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
